,date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
38686,2016-02-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,19.92,0.29
39391,2016-03-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,15.32,0.23
39392,2016-03-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,26.95,0.4
39393,2016-03-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.69,0.35
39394,2016-03-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,24.95,0.37
39395,2016-03-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,34.64,0.51
39396,2016-03-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,64.77,0.96
39397,2016-03-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,65.48,0.97
39398,2016-03-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,79.12,1.17
39399,2016-03-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,16.83,0.25
40104,2016-04-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,16.55,0.25
40105,2016-04-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,26.85,0.4
40106,2016-04-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.27,0.35
40107,2016-04-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,24.58,0.37
40108,2016-04-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,39.47,0.59
40109,2016-04-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,37.4,0.56
40110,2016-04-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,40.08,0.6
40111,2016-04-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,67.4,1.01
40112,2016-04-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,68.26,1.02
40113,2016-04-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,81.1,1.22
40114,2016-04-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,18.84,0.28
40830,2016-05-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,19.01,0.28
40831,2016-05-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,26.83,0.4
40832,2016-05-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.34,0.35
40833,2016-05-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,24.48,0.37
40834,2016-05-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.0,0.22
40835,2016-05-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,39.23,0.59
40836,2016-05-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,129.3,1.93
40837,2016-05-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,69.94,1.05
40838,2016-05-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,82.28,1.23
40839,2016-05-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,73.58,1.1
40840,2016-05-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,82.84,1.24
40841,2016-05-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,26.73,0.4
41531,2016-06-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,21.24,0.32
41532,2016-06-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,27.03,0.4
41533,2016-06-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.39,0.35
41534,2016-06-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,24.61,0.37
41535,2016-06-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.08,0.22
41536,2016-06-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,39.5,0.59
41537,2016-06-15,,,National Average,1887,,,miscellaneous food,Tea (black),175,KG,actual,Retail,INR,198.97,2.97
41538,2016-06-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,69.67,1.04
41539,2016-06-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,79.26,1.18
41540,2016-06-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,83.8,1.25
41541,2016-06-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,40.17,0.6
42253,2016-07-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,22.63,0.34
42254,2016-07-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,27.38,0.41
42255,2016-07-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.31,0.35
42256,2016-07-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,24.76,0.37
42257,2016-07-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,14.74,0.22
42258,2016-07-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,39.78,0.59
42259,2016-07-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,74.56,1.11
42260,2016-07-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,108.37,1.61
42261,2016-07-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,68.71,1.02
42262,2016-07-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,82.39,1.23
42263,2016-07-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,93.07,1.39
42264,2016-07-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,85.57,1.27
42265,2016-07-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,96.86,1.44
42266,2016-07-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,151.67,2.26
42267,2016-07-15,,,National Average,1887,,,vegetables and fruits,Onions,173,KG,actual,Retail,INR,16.64,0.25
42268,2016-07-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,40.67,0.61
42981,2016-08-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,22.65,0.34
42982,2016-08-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,27.53,0.41
42983,2016-08-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.31,0.35
42984,2016-08-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,24.97,0.37
42985,2016-08-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,40.12,0.6
42986,2016-08-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,40.59,0.61
42987,2016-08-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,43.62,0.65
42988,2016-08-15,,,National Average,1887,,,oil and fats,Oil (mustard),228,KG,actual,Retail,INR,109.4,1.64
42989,2016-08-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,69.79,1.04
42990,2016-08-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,82.82,1.24
42991,2016-08-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,99.79,1.49
42992,2016-08-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,85.39,1.28
42993,2016-08-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,29.61,0.44
43709,2016-09-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,22.1,0.33
43710,2016-09-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,27.51,0.41
43711,2016-09-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.32,0.35
43712,2016-09-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,25.07,0.38
43713,2016-09-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,40.51,0.61
43714,2016-09-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,71.33,1.07
43715,2016-09-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,82.9,1.24
43716,2016-09-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,100.28,1.5
43717,2016-09-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,84.16,1.26
43718,2016-09-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,131.5,1.97
43719,2016-09-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,24.55,0.37
44416,2016-10-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,21.38,0.32
44417,2016-10-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,27.45,0.41
44418,2016-10-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.42,0.35
44419,2016-10-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,25.38,0.38
44420,2016-10-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,40.63,0.61
44421,2016-10-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,76.58,1.15
44422,2016-10-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,70.66,1.06
44423,2016-10-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,112.11,1.68
44424,2016-10-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,83.49,1.25
44425,2016-10-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,25.37,0.38
45120,2016-11-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,20.53,0.3
45121,2016-11-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,27.73,0.41
45122,2016-11-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.05,0.35
45123,2016-11-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.14,0.39
45124,2016-11-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,40.76,0.6
45125,2016-11-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,43.49,0.64
45126,2016-11-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,70.15,1.03
45127,2016-11-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,123.41,1.82
45128,2016-11-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,82.01,1.21
45129,2016-11-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,84.18,1.24
45130,2016-11-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,21.45,0.32
45838,2016-12-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,17.1,0.25
45839,2016-12-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,28.15,0.41
45840,2016-12-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.56,0.36
45841,2016-12-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,27.12,0.4
45842,2016-12-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,40.2,0.59
45843,2016-12-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.08,0.22
45844,2016-12-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,40.68,0.6
45845,2016-12-15,,,National Average,1887,,,miscellaneous food,Sugar (jaggery/gur),331,KG,actual,Retail,INR,43.14,0.64
45846,2016-12-15,,,National Average,1887,,,miscellaneous food,Tea (black),175,KG,actual,Retail,INR,198.96,2.93
45847,2016-12-15,,,National Average,1887,,,oil and fats,Ghee (vanaspati),333,KG,actual,Retail,INR,77.6,1.14
45848,2016-12-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,70.73,1.04
45849,2016-12-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,85.35,1.26
45850,2016-12-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,123.7,1.82
45851,2016-12-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,80.27,1.18
45852,2016-12-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,16.8,0.25
46557,2017-01-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,14.66,0.22
46558,2017-01-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,28.34,0.42
46559,2017-01-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.51,0.36
46560,2017-01-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,27.12,0.4
46561,2017-01-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,40.56,0.6
46562,2017-01-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.12,0.22
46563,2017-01-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,41.14,0.6
46564,2017-01-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,135.42,1.99
46565,2017-01-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,71.27,1.05
46566,2017-01-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,114.84,1.69
46567,2017-01-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,78.69,1.16
46568,2017-01-15,,,National Average,1887,,,pulses and nuts,Lentils (moong),325,KG,actual,Retail,INR,80.64,1.18
46569,2017-01-15,,,National Average,1887,,,vegetables and fruits,Onions,173,KG,actual,Retail,INR,14.84,0.22
46570,2017-01-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,14.67,0.22
47269,2017-02-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,13.97,0.21
47270,2017-02-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,28.87,0.43
47271,2017-02-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.65,0.37
47272,2017-02-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.85,0.4
47273,2017-02-15,,,National Average,1887,,,milk and dairy,Milk (pasteurized),463,L,actual,Retail,INR,40.45,0.61
47274,2017-02-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,15.15,0.23
47275,2017-02-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,41.83,0.63
47276,2017-02-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,71.41,1.07
47277,2017-02-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,100.76,1.51
47278,2017-02-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,77.11,1.15
47279,2017-02-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,103.44,1.55
47280,2017-02-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,15.62,0.23
47958,2017-03-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,13.54,0.21
47959,2017-03-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,28.85,0.44
47960,2017-03-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,24.41,0.37
47961,2017-03-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.64,0.41
47962,2017-03-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,42.38,0.65
47963,2017-03-15,,,National Average,1887,,,oil and fats,Oil (groundnut),245,KG,actual,Retail,INR,133.46,2.03
47964,2017-03-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,70.76,1.08
47965,2017-03-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,86.17,1.31
47966,2017-03-15,,,National Average,1887,,,oil and fats,Oil (sunflower),184,KG,actual,Retail,INR,93.73,1.43
47967,2017-03-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,89.43,1.36
47968,2017-03-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,74.8,1.14
47969,2017-03-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,16.66,0.25
48682,2017-04-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,13.64,0.21
48683,2017-04-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,28.64,0.44
48684,2017-04-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.96,0.37
48685,2017-04-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,26.17,0.41
48686,2017-04-15,,,National Average,1887,,,miscellaneous food,Salt (iodised),334,KG,actual,Retail,INR,14.99,0.23
48687,2017-04-15,,,National Average,1887,,,miscellaneous food,Sugar,97,KG,actual,Retail,INR,42.43,0.66
48688,2017-04-15,,,National Average,1887,,,miscellaneous food,Tea (black),175,KG,actual,Retail,INR,200.88,3.12
48689,2017-04-15,,,National Average,1887,,,oil and fats,Oil (palm),62,KG,actual,Retail,INR,69.63,1.08
48690,2017-04-15,,,National Average,1887,,,oil and fats,Oil (soybean),306,KG,actual,Retail,INR,85.27,1.32
48691,2017-04-15,,,National Average,1887,,,pulses and nuts,Lentils,108,KG,actual,Retail,INR,88.8,1.38
48692,2017-04-15,,,National Average,1887,,,pulses and nuts,Lentils (masur),61,KG,actual,Retail,INR,74.89,1.16
48693,2017-04-15,,,National Average,1887,,,pulses and nuts,Lentils (urad),332,KG,actual,Retail,INR,99.33,1.54
48694,2017-04-15,,,National Average,1887,,,vegetables and fruits,Tomatoes,114,KG,actual,Retail,INR,17.35,0.27
50798,2017-07-15,,,National Average,1887,,,cereals and tubers,Potatoes,83,KG,actual,Retail,INR,15.34,0.24
50799,2017-07-15,,,National Average,1887,,,cereals and tubers,Rice,52,KG,actual,Retail,INR,29.48,0.46
50800,2017-07-15,,,National Average,1887,,,cereals and tubers,Wheat,84,KG,actual,Retail,INR,23.67,0.37
50801,2017-07-15,,,National Average,1887,,,cereals and tubers,Wheat flour,58,KG,actual,Retail,INR,25.98,0.4
